,x,y,label
TCGA-BT-A20J-01,0.9862487450586385,1.1107793262072976,BLCA
TCGA-FD-A6TI-01,-0.2982281570196703,-2.3101398408670364,BLCA
TCGA-FD-A3B6-01,0.3840337517552152,-1.1417357847588707,BLCA
TCGA-K4-A6FZ-01,-0.334194980874736,-1.6788159240142573,BLCA
TCGA-E7-A97P-01,0.26437869190063784,-1.031335381448184,BLCA
TCGA-KQ-A41N-01,-0.649303987989429,-2.368904340093851,BLCA
TCGA-E7-A519-01,-1.125519758461556,-2.197924350475931,BLCA
TCGA-GV-A3QF-01,-1.1169539379640547,-2.3934753730343776,BLCA
TCGA-GC-A3I6-01,0.1889868583908435,-1.170031330104909,BLCA
TCGA-K4-A5RI-01,0.24746216936009013,-0.8901781212931221,BLCA
TCGA-ZF-AA4V-01,0.3633728779098875,-1.162852173566773,BLCA
TCGA-MV-A51V-01,-0.720334712176293,-2.568404048177045,BLCA
TCGA-G2-AA3C-01,-5.799975153212669,0.9686643331253305,BLCA
TCGA-GU-A763-01,-1.1710858329344156,-2.2402632305319634,BLCA
TCGA-FD-A5BT-01,0.3296101345443249,-1.1027807857651064,BLCA
TCGA-G2-A2EJ-01,1.817161582712994,-1.298994475699265,BLCA
TCGA-BT-A42C-01,-0.7697141637512116,-2.2460877778799273,BLCA
TCGA-DK-A3IL-01,-0.41203000778623494,-2.4993555301275876,BLCA
TCGA-CU-A0YN-01,1.0582801378054836,-1.2398013747429768,BLCA
TCGA-YF-AA3L-01,-1.0226913593001503,-2.280927647337038,BLCA
TCGA-XF-AAMR-01,-0.05847046530758775,-2.4955305783796238,BLCA
TCGA-FD-A6TF-01,0.11185574078015803,-1.7557676747248059,BLCA
TCGA-GC-A6I1-01,0.6619606394486195,-0.8877988920278945,BLCA
TCGA-DK-A1AB-01,1.2024129461944677,0.1026945470542438,BLCA
TCGA-DK-AA74-01,0.6344192891076574,-1.046171653108097,BLCA
TCGA-FD-A43Y-01,1.5648405613861918,-0.6627382608233735,BLCA
TCGA-2F-A9KO-01,-0.3239261578975898,-2.07947412391821,BLCA
TCGA-K4-A3WV-11,-0.1914376860717213,-2.3705728390673215,BLCA
TCGA-BT-A20Q-01,-0.2748454734376955,-2.2870045899424043,BLCA
TCGA-FD-A5BR-01,-0.3252707599890326,-2.2015585997824734,BLCA
TCGA-H4-A2HQ-01,-0.885144787330315,-2.19245406588581,BLCA
TCGA-ZF-AA4T-01,-0.7829011051666614,-2.6612930268586976,BLCA
TCGA-FD-A5C1-01,0.4706940059501953,-0.9351094789560349,BLCA
TCGA-UY-A9PB-01,0.4397504103604332,-1.0776155404096006,BLCA
TCGA-GU-AATP-01,-0.4305073463305877,-2.52661452396062,BLCA
TCGA-DK-A2I1-01,-0.34198383566969637,-2.5017612284890003,BLCA
TCGA-C4-A0F0-01,1.0164880056324423,-1.1703804165453697,BLCA
TCGA-GU-A766-01,0.9308980238509997,-1.0752449532429655,BLCA
TCGA-C4-A0F7-01,0.1482414702315398,-1.693870120375465,BLCA
TCGA-XF-AAMH-01,1.3114321653074434,0.9312503619049924,BLCA
TCGA-UY-A78K-01,-0.5091872849426732,-2.671987335113631,BLCA
TCGA-FJ-A871-01,-4.055943957140943,2.2241861110614773,BLCA
TCGA-BT-A3PH-01,-0.6125449654141066,-2.3143996213987954,BLCA
TCGA-ZF-AA4N-01,1.5548119037234958,-0.23234383887151508,BLCA
TCGA-K4-A5RI-11,-0.07865267848092648,-2.4477132349456268,BLCA
TCGA-CF-A47T-01,-0.9247475470228563,-2.198529043866407,BLCA
TCGA-BT-A20N-11,-3.736633627033221,0.9641386505071502,BLCA
TCGA-G2-A2ES-01,1.104259389889408,-0.7507617984649807,BLCA
TCGA-XF-A8HC-01,-0.892192296743192,-2.599072985859835,BLCA
TCGA-XF-A9T6-01,0.31029493275317643,-0.9856903712935868,BLCA
TCGA-UY-A8OB-01,0.5201645788303859,-1.0621121224706687,BLCA
TCGA-E7-A97Q-01,-0.5408782406228415,-2.487091150482082,BLCA
TCGA-E7-A7PW-01,-0.7364606924801744,-2.4931275157176636,BLCA
TCGA-FD-A3SQ-01,-0.18778777108010122,-2.494760521142361,BLCA
TCGA-XF-A9T0-01,-0.5137079965454283,-2.600236348810783,BLCA
TCGA-4Z-AA7M-01,-0.5477240263645623,-2.576135439922342,BLCA
TCGA-FD-A6TG-01,-0.3436538273208233,-2.3237512408986283,BLCA
TCGA-XF-A9T5-01,0.6420809501043759,0.8090344081021761,BLCA
TCGA-ZF-A9R7-01,-0.6218625848578115,-2.088538162171554,BLCA
TCGA-DK-A3IU-01,0.38634501730129456,-1.2092299559923283,BLCA
TCGA-XF-AAMY-01,-0.43554334072839873,-2.417249971646733,BLCA
TCGA-BT-A20Q-11,-3.690002736311298,0.9864569738082765,BLCA
TCGA-DK-AA77-01,-0.8922528520614028,-2.125831172626589,BLCA
TCGA-G2-A2EL-01,-3.1024578559718874,2.8677864693608126,BLCA
TCGA-DK-AA6S-01,1.0276753598091137,0.8893648698342511,BLCA
TCGA-GD-A3OS-01,-3.4893764976534882,2.7369041422428846,BLCA
TCGA-CF-A47S-01,-1.1210515391606841,-2.3025028083457375,BLCA
TCGA-CF-A8HX-01,-1.0209867659580227,-2.329778370601412,BLCA
TCGA-4Z-AA7Q-01,-0.33380331803413743,-2.0056932769800655,BLCA
TCGA-BT-A20T-01,-0.36369219501757377,-2.1384651901816376,BLCA
TCGA-CU-A0YR-11,-0.07914531481634601,-2.4537379984030685,BLCA
TCGA-E7-A7DV-01,0.2713867717182852,-1.2202228058370836,BLCA
TCGA-K4-A3WU-01,-5.700376157897885,9.129585143332767,BLCA
TCGA-4Z-AA7R-01,-0.7302870826413644,-2.607323476018663,BLCA
TCGA-GC-A3RB-01,-0.6346621925398991,-2.332399538309487,BLCA
TCGA-GD-A6C6-01,-0.7366236187716162,-2.4817607987933314,BLCA
TCGA-DK-A3IT-01,-0.29094522282583346,-2.4082394260317876,BLCA
TCGA-KQ-A41S-01,-0.3159247315554896,-2.391154838931743,BLCA
TCGA-XF-A9SL-01,-0.11050509514125596,-2.4566834043277743,BLCA
TCGA-CF-A3MF-01,-1.103008848210293,-2.312410350671966,BLCA
TCGA-UY-A9PD-01,-0.5672396136964983,-2.5083124462507826,BLCA
TCGA-E7-A6ME-01,-0.5268590244019893,-2.465878103513795,BLCA
TCGA-K4-A4AB-01,-0.1972340125474394,-1.935116588946777,BLCA
TCGA-GD-A3OQ-11,0.0016356698693276734,-2.4178454857819784,BLCA
TCGA-GC-A6I3-11,-0.15508578046441654,-2.4086753185203866,BLCA
TCGA-BT-A3PK-01,1.071708165792883,-1.0377843980273047,BLCA
TCGA-ZF-A9RN-01,0.6563511853488647,0.8302521149187121,BLCA
TCGA-GU-AATQ-01,0.26865760450955317,-0.9162226287891008,BLCA
TCGA-GD-A3OP-11,-0.0859176606778496,-2.295446901777681,BLCA
TCGA-E7-A3X6-01,-0.4249722070513338,-1.756684441963202,BLCA
TCGA-BT-A20W-01,-0.642453155091507,-2.5514770128483013,BLCA
TCGA-XF-A9SK-01,-0.24739875568995223,-2.311527638973025,BLCA
TCGA-FD-A6TA-01,-0.2984952729199631,-2.2857431306170164,BLCA
TCGA-XF-AAN1-01,-0.9741820516338908,-2.2557684418853294,BLCA
TCGA-DK-A6AW-01,-1.0875273641014214,-2.2085948447519,BLCA
TCGA-BT-A20P-01,-0.9924188886262122,-2.2336498772098796,BLCA
TCGA-ZF-AA58-01,0.3338163364938285,-1.0014898509631291,BLCA
TCGA-DK-AA71-01,-0.592435943642323,-2.1554152454868696,BLCA
TCGA-BT-A2LB-11,2.9025381002222086,-0.5286618459238559,BLCA
TCGA-CF-A5U8-01,-1.15680887904432,-2.2498839428657416,BLCA
TCGA-4Z-AA81-01,0.3079781797291299,-1.2108156304444697,BLCA
TCGA-DK-AA6R-01,1.3903756926955824,-1.1058536730064785,BLCA
TCGA-XF-AAMT-01,0.7483679510745912,-0.891982120180528,BLCA
TCGA-YC-A8S6-01,-0.810215025622449,-2.159625190625711,BLCA
TCGA-CF-A9FL-01,-0.48667060323452427,-2.3091791829789923,BLCA
TCGA-DK-AA6M-01,0.3474998472320879,-0.9157379683530956,BLCA
TCGA-ZF-A9RM-01,-0.9661267028042289,-2.46980051856342,BLCA
TCGA-E7-A6MF-01,-0.8545467889900048,-2.0489698203809934,BLCA
TCGA-DK-A1A6-01,-0.6315983468947403,-2.3939079175466382,BLCA
TCGA-FD-A3SO-01,0.6217569799207776,-1.1108702246731466,BLCA
TCGA-FD-A3SP-01,0.3851054777846156,-1.1217551819759668,BLCA
TCGA-BT-A20R-11,-3.595551225138269,1.000165968509205,BLCA
TCGA-FD-A3B5-01,1.9612988674455218,-0.750767005696232,BLCA
TCGA-DK-A3IM-01,1.514115992965336,-1.0911379406962909,BLCA
TCGA-H4-A2HO-01,-0.710802748421837,-2.63074014307139,BLCA
TCGA-XF-A9SM-01,0.46663706704577834,-1.0302595825007308,BLCA
TCGA-HQ-A5ND-01,0.08377005913878631,-1.3079647346101362,BLCA
TCGA-CF-A9FH-01,-1.0846391501449517,-2.2826122041758623,BLCA
TCGA-4Z-AA84-01,0.2516631136129248,-1.3331768801064996,BLCA
TCGA-BT-A20X-01,1.7469898852586496,-0.9541657772066733,BLCA
TCGA-FD-A43N-01,-0.49778825483950007,-2.246748209871088,BLCA
TCGA-XF-AAMJ-01,-0.28863417339063757,-2.50195005897213,BLCA
TCGA-5N-A9KM-01,-0.3312547239409153,-2.3860652146098533,BLCA
TCGA-XF-AAN2-01,0.37948539427090183,-1.172021442301164,BLCA
TCGA-DK-A1A7-01,-0.6373484156947165,-2.431897095875204,BLCA
TCGA-FD-A62S-01,0.8086820175905823,-0.8592302158227861,BLCA
TCGA-XF-AAN3-01,0.18094336019504226,-1.0102132868021032,BLCA
TCGA-DK-AA75-01,-0.7208353881721131,-2.6747069200588576,BLCA
TCGA-CU-A5W6-01,-0.4162262079102037,-2.1898407055452243,BLCA
TCGA-UY-A78L-01,0.47912198824054575,-1.0973087830218655,BLCA
TCGA-DK-A6B0-01,-1.1173906764548847,-2.199001025581984,BLCA
TCGA-G2-A3IE-01,-0.916749887944247,-2.4253385297952836,BLCA
TCGA-ZF-AA5P-01,-0.13177338192820942,-2.436563843279575,BLCA
TCGA-BT-A2LB-01,-0.37269675920418044,-2.293128925466798,BLCA
TCGA-BT-A2LA-01,-3.734198428928442,2.725385575891235,BLCA
TCGA-ZF-AA4U-01,-0.9660814872696597,-2.1353266039032333,BLCA
TCGA-DK-A3X1-01,-0.5620453874983582,-2.3524970970192074,BLCA
TCGA-DK-A3WX-01,0.9548123702062451,-0.9056903562878946,BLCA
TCGA-FD-A3SM-01,-0.19397618533048203,-2.2953896443883655,BLCA
TCGA-ZF-A9R1-01,-0.42058144267031927,-2.2315140771377036,BLCA
TCGA-G2-AA3F-01,-0.7245278017797613,-2.5469835171662596,BLCA
TCGA-FD-A3B3-01,1.5206926341542846,-0.852430907894114,BLCA
TCGA-4Z-AA87-01,-0.6298512430441662,-2.6345361170129236,BLCA
TCGA-XF-A8HI-01,-0.9570686395981732,-2.146688215497639,BLCA
TCGA-GC-A3YS-01,0.50788677563793,-1.058105633108615,BLCA
TCGA-4Z-AA83-01,-1.0007890327744686,-2.179301211690271,BLCA
TCGA-ZF-A9R9-01,-0.3508778559549787,-2.5335731103729158,BLCA
TCGA-FT-A3EE-01,-0.5596215770203652,-1.9724136106540957,BLCA
TCGA-E7-A5KF-01,-1.1628931956464954,-2.2352913336535956,BLCA
TCGA-FD-A5BX-01,-5.176583456074523,1.4343972804661642,BLCA
TCGA-FD-A3NA-01,-0.47944920558276055,-2.05768250522356,BLCA
TCGA-CF-A1HR-01,-0.5394039228412519,-2.2025208084199983,BLCA
TCGA-DK-AA6Q-01,1.2260548937674456,0.16346134068745544,BLCA
TCGA-DK-A1AD-01,-0.49270984967600917,-2.4308120682494847,BLCA
TCGA-GV-A3QI-01,-0.8020535484015435,-2.6335764427387405,BLCA
TCGA-UY-A78M-01,-0.47423673994565274,-2.3330349182314754,BLCA
TCGA-DK-AA6P-01,-0.8350814995420439,-2.567720223740537,BLCA
TCGA-E7-A678-01,-1.1849877953931391,-2.2451021948327794,BLCA
TCGA-XX-A89A-01,-3.271368307065452,-7.5835244243551525,BRCA
TCGA-B6-A409-01,-3.7396669687399986,-6.624330649551053,BRCA
TCGA-BH-A18L-11,-2.9488952271872226,-6.777606659308377,BRCA
TCGA-BH-A18P-11,-2.9143580115249987,-6.729360373184298,BRCA
TCGA-BH-A1F6-11,-2.8998126238662083,-6.689318051473368,BRCA
TCGA-C8-A275-01,-3.697390287089033,-7.587990578864914,BRCA
TCGA-B6-A0RV-01,-3.248853388188273,-7.65735106112745,BRCA
TCGA-A2-A0YH-01,-3.5740639284480338,-8.099510202537328,BRCA
TCGA-AR-A1AS-01,-3.7169301359644,-8.207274388465068,BRCA
TCGA-C8-A12O-01,-3.5118382084308615,-7.961863083549989,BRCA
TCGA-BH-A0B7-11,-2.889227745830164,-6.794368751320926,BRCA
TCGA-C8-A131-01,-3.715820617710463,-7.39403830008587,BRCA
TCGA-AO-A0JE-01,-3.6304869441799252,-7.4769391769298625,BRCA
TCGA-AR-A0TY-01,-3.2338107599066586,-8.219368380934316,BRCA
TCGA-BH-A0H9-11,-4.274202862346324,0.9055854451812548,BRCA
TCGA-BH-A18V-11,-2.9432431040408322,-6.759246176213852,BRCA
TCGA-AO-A03L-01,-3.329336601624889,-7.917396918822856,BRCA
TCGA-BH-A1FB-11,-2.9878843422048096,-6.790451179516025,BRCA
TCGA-OL-A97C-01,-3.2588711338671725,-7.570579001933516,BRCA
TCGA-BH-A8G0-01,-3.3384397285281353,-7.366463273342391,BRCA
TCGA-GM-A3XL-01,-3.784819235676078,-6.566199113878834,BRCA
TCGA-AR-A252-01,-3.16104962987888,-7.805760936687744,BRCA
TCGA-A8-A06R-01,-3.3636247103715387,-8.130719377525654,BRCA
TCGA-A7-A4SD-01,-3.7441518303584553,-6.5647053017318155,BRCA
TCGA-E9-A1R6-01,-3.453392293221841,-8.52380656255183,BRCA
TCGA-E2-A155-01,-3.360254048935786,-8.516973753749976,BRCA
TCGA-EW-A1IX-01,-3.5694745274385102,-8.02345560110944,BRCA
TCGA-BH-A0BC-01,-3.390160925522889,-8.041355764831474,BRCA
TCGA-BH-A1FC-01,-3.8328520787364293,-6.524355443946385,BRCA
TCGA-A2-A3XZ-01,-3.4274770426721735,-7.414393950171296,BRCA
TCGA-D8-A1JE-01,-3.820024193769768,-8.485279061419595,BRCA
TCGA-E2-A109-01,-3.2865328332847032,-8.34764375215682,BRCA
TCGA-B6-A0WW-01,-3.4505989734253593,-8.280790993794591,BRCA
TCGA-AN-A0FZ-01,-3.273091401846857,-8.235977944598835,BRCA
TCGA-E9-A1R2-01,-3.3836927216274417,-8.066872831385135,BRCA
TCGA-E9-A1N5-11,-2.965450970327718,-6.7953023053225845,BRCA
TCGA-E9-A22E-01,-3.8670991044626275,-8.043261548425809,BRCA
TCGA-BH-A0E0-01,-3.7300637608366882,-6.7316397848259415,BRCA
TCGA-A8-A07J-01,-3.7459529094633646,-8.19592911638938,BRCA
TCGA-A2-A1FW-01,-3.1589160881850193,-8.24140842293895,BRCA
TCGA-AR-A1AH-01,-3.822493409222756,-6.623422030389507,BRCA
TCGA-E2-A1LL-01,1.6160775369511764,-0.7663439695721844,BRCA
TCGA-E2-A1LA-01,-3.3113614708808377,-8.190693090189312,BRCA
TCGA-E2-A15F-01,-3.3275191867955902,-8.050422363698281,BRCA
TCGA-A8-A076-01,-3.518356453199446,-8.022942771017298,BRCA
TCGA-A8-A08L-01,-3.355195885224231,-8.012133345139475,BRCA
TCGA-A2-A0T7-01,-3.4329451762293344,-7.30494793241093,BRCA
TCGA-AN-A0FV-01,-3.5623097302469637,-7.846516169217831,BRCA
TCGA-BH-A0DD-01,-3.489023092269451,-8.491379105715419,BRCA
TCGA-A2-A0YD-01,-3.364373594579197,-7.725564410290483,BRCA
TCGA-A8-A0A1-01,-3.709954114064783,-8.191603531180984,BRCA
TCGA-BH-A18M-11,-3.002879820727259,-6.921634979520687,BRCA
TCGA-A8-A083-01,-3.8045494559893207,-8.528993604665125,BRCA
TCGA-OL-A5RY-01,-3.5788786533947605,-7.128327656271602,BRCA
TCGA-E2-A154-01,-3.6039023068207325,-8.29139205454878,BRCA
TCGA-E9-A1RE-01,-3.3201835895393534,-8.430088325174088,BRCA
TCGA-E2-A1LH-11,-2.945934184651178,-6.7847338602940725,BRCA
TCGA-A8-A07W-01,-3.383537505447937,-8.328440356182886,BRCA
TCGA-AR-A0TR-01,-3.638836060063859,-8.545724005828559,BRCA
TCGA-GM-A2DC-01,-3.4306317190004982,-8.454369543940333,BRCA
TCGA-D8-A1XT-01,-3.684947455946665,-7.968495895393524,BRCA
TCGA-BH-A0HQ-01,-3.503699187069899,-7.61715028869497,BRCA
TCGA-B6-A0IQ-01,-3.801711452361081,-6.536020347769292,BRCA
TCGA-AR-A24U-01,-3.6991599665208903,-7.563235272087864,BRCA
TCGA-BH-A0B3-11,-2.9068167752334015,-6.7390827669505535,BRCA
TCGA-AR-A0TP-01,-3.7139364101818932,-6.465675556086253,BRCA
TCGA-EW-A1P5-01,-3.5328360819234397,-8.361143580623386,BRCA
TCGA-OL-A66H-01,-3.5407740726608106,-8.518301274080393,BRCA
TCGA-D8-A1XA-01,-3.5983447976754452,-8.438442526977871,BRCA
TCGA-AC-A8OP-01,-3.222594644312834,-7.831245399698137,BRCA
TCGA-AR-A1AP-01,-3.5078316604286064,-7.712122670716452,BRCA
TCGA-S3-AA12-01,-3.5031222229569936,-8.525845049436779,BRCA
TCGA-E9-A22B-01,-3.213115706156544,-8.061387946574072,BRCA
TCGA-AC-A62Y-01,-3.8121033790009013,-8.381345941764847,BRCA
TCGA-D8-A1XU-01,-3.3360785851716885,-7.794900917108009,BRCA
TCGA-A2-A1G0-01,-3.22454872935574,-7.757668576250833,BRCA
TCGA-BH-A18F-01,-3.4132117696839477,-7.651934413187922,BRCA
TCGA-AO-A12H-01,-3.5525620012768666,-8.537748759577,BRCA
TCGA-GI-A2C9-01,-3.687725015142834,-6.581088697624862,BRCA
TCGA-D8-A147-01,-3.7708604007316584,-6.547047701199181,BRCA
TCGA-D8-A27I-01,-3.21947657341786,-7.455774842364833,BRCA
TCGA-BH-A0DT-11,-2.944548804768567,-6.806381467211777,BRCA
TCGA-BH-A18H-01,-3.373980778777756,-8.321702588477745,BRCA
TCGA-E2-A15G-01,-3.768058480388902,-8.447428222931736,BRCA
TCGA-B6-A0RP-01,-3.8720679732315917,-8.452725527962475,BRCA
TCGA-AO-A0JG-01,-3.204904749543015,-7.981754559829589,BRCA
TCGA-D8-A1Y2-01,-3.7733520158848837,-7.980201483919329,BRCA
TCGA-E9-A245-01,-3.2978725105907327,-8.002975002821954,BRCA
TCGA-A2-A0CT-01,-3.2444515357443673,-7.9931537151968675,BRCA
TCGA-OK-A5Q2-01,-3.4808567834162125,-7.390509110596905,BRCA
TCGA-B6-A1KC-01,-3.3988625012384794,-8.508122259640915,BRCA
TCGA-E2-A10E-01,-3.6127031507631853,-8.05255777030786,BRCA
TCGA-BH-A0AY-01,-3.7040206270092875,-8.02405076284903,BRCA
TCGA-EW-A2FS-01,-3.1741986036947467,-7.782384303422896,BRCA
TCGA-E9-A1RF-01,-3.3615485460958436,-8.194168661512094,BRCA
TCGA-D8-A1JK-01,-3.7919276603780556,-7.471606252570038,BRCA
